series_code,商品ID,物販コード,取付コード,工賃,キャンペーン価格
10044,222011,EST-4598-qq-e-f1-5100,EST-4598-qq-e-d-5100,,
10044,222024,ESF-2633-qq-e-f1-4856,ESF-2633-qq-e-d-4856,,
10044,222038,ESH-2529-qq-e-f1-5766,ESH-2529-qq-e-d-5766,,
10044,222041,ESH-4364-qq-e-f1-5059,ESH-4364-qq-e-d-5059,,
10044,222042,ESH-4458-qq-e-f1-3355,ESH-4458-qq-e-d-3355,,
10044,222046,ESH-4487-qq-e-f1-3412,ESH-4487-qq-e-d-3412,,
10044,222065,EST-3168-qq-e-f1-5756,EST-3168-qq-e-d-5756,,
10044,222066,EST-3171-qq-e-f1-5698,EST-3171-qq-e-d-5698,,
10044,222067,EST-3172-qq-e-f1-5699,EST-3172-qq-e-d-5699,,
10044,222074,ESB-3236-qq-e-f1-4233,ESB-3236-qq-e-d-4233,,
10044,222075,ESB-3240-qq-e-f1-3242,ESB-3240-qq-e-d-3242,,
10044,222076,ESB-3245-qq-e-f1-3470,ESB-3245-qq-e-d-3470,,
10044,222077,ESB-3247-qq-e-f1-3472,ESB-3247-qq-e-d-3472,,
10044,222078,ESB-3249-qq-e-f1-3474,ESB-3249-qq-e-d-3474,,
10044,222079,ESB-3261-qq-e-f1-3780,ESB-3261-qq-e-d-3780,,
10044,222087,ESD-3856-qq-e-f1-3792,ESD-3856-qq-e-d-3792,,
10044,222099,ESF-2801-qq-e-f1-4056,ESF-2801-qq-e-d-4056,,
10044,222108,ESH-4500-qq-e-f1-5203,ESH-4500-qq-e-d-5203,,
10044,222131,EST-2087-qq-e-f1-1,EST-2087-qq-e-d-1,,
10044,222132,EST-2230-qq-e-f1-4903,EST-2230-qq-e-d-4903,,
10044,222133,EST-2232-qq-e-f1-4936,EST-2232-qq-e-d-4936,,
10044,222135,EST-2273-qq-e-f1-4939,EST-2273-qq-e-d-4939,,
10044,222136,EST-2281-qq-e-f1-6011,EST-2281-qq-e-d-6011,,
10044,222137,EST-2430-qq-e-f1-3713,EST-2430-qq-e-d-3713,,
10044,222141,EST-2451-qq-e-f1-4791,EST-2451-qq-e-d-4791,,
10044,222143,EST-2558-qq-e-f1-5344,EST-2558-qq-e-d-5344,,
10044,222155,EST-3517-qq-e-f1-5097,EST-3517-qq-e-d-5097,,
10044,222156,EST-3577-qq-e-f1-5850,EST-3577-qq-e-d-5850,,
10044,222160,EST-4604-qq-e-f1-5115,EST-4604-qq-e-d-5115,,
10044,222161,EST-4607-qq-e-f1-5123,EST-4607-qq-e-d-5123,,
10044,222162,EST-4607-qq-e-f1-5124,EST-4607-qq-e-d-5124,,
10044,222163,EST-4611-qq-e-f1-5746,EST-4611-qq-e-d-5746,,
10044,222170,ESX-3319-qq-e-f1-3579,ESX-3319-qq-e-d-3579,,
10044,222187,ESD-2324-qq-e-f1-5128,ESD-2324-qq-e-d-5128,,
10044,222189,ESD-2512-qq-e-f1-5219,ESD-2512-qq-e-d-5219,,
10044,222207,EST-2089-qq-e-f1-5,EST-2089-qq-e-d-5,,
10044,222208,EST-2089-qq-e-f1-6,EST-2089-qq-e-d-6,,
10044,222209,EST-2124-qq-e-f1-15,EST-2124-qq-e-d-15,,
10044,222213,EST-3901-qq-e-f1-3284,EST-3901-qq-e-d-3284,,
10044,222214,EST-3906-qq-e-f1-5872,EST-3906-qq-e-d-5872,,
10044,222220,ESX-4709-qq-e-f1-5666,ESX-4709-qq-e-d-5666,,
10044,222236,ESD-1866-qq-e-f1-136,ESD-1866-qq-e-d-136,,
10044,222240,ESD-2093-qq-e-f1-118,ESD-2093-qq-e-d-118,,
10044,222241,ESD-3182-qq-e-f1-3622,ESD-3182-qq-e-d-3622,,
10044,222242,ESD-3358-qq-e-f1-4860,ESD-3358-qq-e-d-4860,,
10044,222243,ESD-3358-qq-e-f1-4863,ESD-3358-qq-e-d-4863,,
10044,222251,ESF-2654-qq-e-f1-3914,ESF-2654-qq-e-d-3914,,
10044,222253,ESF-2669-qq-e-f1-5009,ESF-2669-qq-e-d-5009,,
10044,222255,ESF-3795-qq-e-f1-4365,ESF-3795-qq-e-d-4365,,
10044,222258,ESF-3960-qq-e-f1-5985,ESF-3960-qq-e-d-5985,,
10044,222272,ESH-3778-qq-e-f1-5919,ESH-3778-qq-e-d-5919,,
10044,222287,ESM-2498-qq-e-f1-3379,ESM-2498-qq-e-d-3379,,
10044,222289,ESM-2635-qq-e-f1-4968,ESM-2635-qq-e-d-4968,,
10044,222307,ESN-2062-qq-e-f1-27,ESN-2062-qq-e-d-27,,
10044,222308,ESN-2063-qq-e-f1-28,ESN-2063-qq-e-d-28,,
10044,222312,ESN-3199-qq-e-f1-3224,ESN-3199-qq-e-d-3224,,
10044,222313,ESN-3217-qq-e-f1-4204,ESN-3217-qq-e-d-4204,,
10044,222314,ESN-3287-qq-e-f1-4872,ESN-3287-qq-e-d-4872,,
10044,222318,ESN-3563-qq-e-f1-3489,ESN-3563-qq-e-d-3489,,
10044,222321,ESN-3691-qq-e-f1-3494,ESN-3691-qq-e-d-3494,,
10044,222328,ESS-1962-qq-e-f1-185,ESS-1962-qq-e-d-185,,
10044,222329,ESS-1972-qq-e-f1-172,ESS-1972-qq-e-d-172,,
10044,222331,ESS-1988-qq-e-f1-206,ESS-1988-qq-e-d-206,,
10044,222332,ESS-2158-qq-e-f1-200,ESS-2158-qq-e-d-200,,
10044,222333,ESS-2867-qq-e-f1-4811,ESS-2867-qq-e-d-4811,,
10044,222335,ESS-2880-qq-e-f1-4816,ESS-2880-qq-e-d-4816,,
10044,222340,ESD-2834-qq-e-f1-3356,ESD-2834-qq-e-d-3356,,
10044,222341,ESD-2837-qq-e-f1-4882,ESD-2837-qq-e-d-4882,,
10044,222353,ESM-3819-qq-e-f1-3648,ESM-3819-qq-e-d-3648,,
10044,222361,ESN-3225-qq-e-f1-4208,ESN-3225-qq-e-d-4208,,
10044,222362,ESN-3226-qq-e-f1-4209,ESN-3226-qq-e-d-4209,,
10044,222377,ESS-1993-qq-e-f1-203,ESS-1993-qq-e-d-203,,
10044,222387,ESS-3071-qq-e-f1-5167,ESS-3071-qq-e-d-5167,,
10044,222388,ESS-3074-qq-e-f1-5169,ESS-3074-qq-e-d-5169,,
10044,222421,EST-2417-qq-e-f1-5078,EST-2417-qq-e-d-5078,,
10044,222423,EST-2844-qq-e-f1-5724,EST-2844-qq-e-d-5724,,
10044,222425,EST-2962-qq-e-f1-5794,EST-2962-qq-e-d-5794,,
10044,222426,EST-2965-qq-e-f1-5797,EST-2965-qq-e-d-5797,,
10044,222454,ESD-2123-qq-e-f1-113,ESD-2123-qq-e-d-113,,
10044,222455,ESD-2126-qq-e-f1-114,ESD-2126-qq-e-d-114,,
10044,222456,ESD-2134-qq-e-f1-119,ESD-2134-qq-e-d-119,,
10044,222457,ESD-2141-qq-e-f1-4547,ESD-2141-qq-e-d-4547,,
10044,222458,ESD-2145-qq-e-f1-93,ESD-2145-qq-e-d-93,,
10044,222459,ESD-2146-qq-e-f1-138,ESD-2146-qq-e-d-138,,
10044,222460,ESD-2153-qq-e-f1-129,ESD-2153-qq-e-d-129,,
10044,222462,ESD-2823-qq-e-f1-3807,ESD-2823-qq-e-d-3807,,
10044,222463,ESD-2826-qq-e-f1-3250,ESD-2826-qq-e-d-3250,,
10044,222472,ESH-2252-qq-e-f1-5901,ESH-2252-qq-e-d-5901,,
10044,222473,ESH-2257-qq-e-f1-5906,ESH-2257-qq-e-d-5906,,
10044,222475,ESM-2159-qq-e-f1-48,ESM-2159-qq-e-d-48,,
10044,222477,ESM-3811-qq-e-f1-3640,ESM-3811-qq-e-d-3640,,
10044,222479,ESN-2213-qq-e-f1-4957,ESN-2213-qq-e-d-4957,,
10044,222482,ESN-3202-qq-e-f1-4168,ESN-3202-qq-e-d-4168,,
10044,222483,ESN-4333-qq-e-f1-4569,出さない,,
10044,222503,ESS-4403-qq-e-f1-5574,ESS-4403-qq-e-d-5574,,
10044,222526,EST-2298-qq-e-f1-3274,EST-2298-qq-e-d-3274,,
10044,222527,EST-2299-qq-e-f1-3276,EST-2299-qq-e-d-3276,,
10044,222528,EST-2306-qq-e-f1-4740,EST-2306-qq-e-d-4740,,
10044,222535,EST-2580-qq-e-f1-5718,EST-2580-qq-e-d-5718,,
10044,222536,EST-2581-qq-e-f1-5732,EST-2581-qq-e-d-5732,,
10044,222537,EST-2582-qq-e-f1-5561,EST-2582-qq-e-d-5561,,
10044,222538,EST-2971-qq-e-f1-5803,EST-2971-qq-e-d-5803,,
10044,222546,EST-4298-qq-e-f1-3530,EST-4298-qq-e-d-3530,,
10044,222548,EST-4302-qq-e-f1-3539,EST-4302-qq-e-d-3539,,
10044,222553,ESX-4661-qq-e-f1-5618,ESX-4661-qq-e-d-5618,,
10044,222554,ESX-4664-qq-e-f1-5621,ESX-4664-qq-e-d-5621,,
10044,222555,ESX-4685-qq-e-f1-5642,ESX-4685-qq-e-d-5642,,
10044,222559,ESB-2053-qq-e-f1-84,ESB-2053-qq-e-d-84,,
10044,222560,ESB-2166-qq-e-f1-79,ESB-2166-qq-e-d-79,,
10044,222563,ESD-2351-qq-e-f1-4553,ESD-2351-qq-e-d-4553,,
10044,222565,ESD-2398-qq-e-f1-5170,ESD-2398-qq-e-d-5170,,
10044,222568,ESD-3571-qq-e-f1-3709,ESD-3571-qq-e-d-3709,,
10044,222569,ESD-3659-qq-e-f1-5146,ESD-3659-qq-e-d-5146,,
10044,222570,ESD-3660-qq-e-f1-5147,ESD-3660-qq-e-d-5147,,
10044,222571,ESD-3674-qq-e-f1-3630,ESD-3674-qq-e-d-3630,,
10044,222573,ESF-2100-qq-e-f1-156,ESF-2100-qq-e-d-156,,
10044,222574,ESF-2122-qq-e-f1-142,ESF-2122-qq-e-d-142,,
10044,222575,ESF-2272-qq-e-f1-3363,ESF-2272-qq-e-d-3363,,
10044,222590,ESH-3612-qq-e-f1-3320,ESH-3612-qq-e-d-3320,,
10044,222591,ESH-3614-qq-e-f1-3322,ESH-3614-qq-e-d-3322,,
10044,222609,ESS-1941-qq-e-f1-194,ESS-1941-qq-e-d-194,,
10044,222618,EST-2003-qq-e-f1-445,EST-2003-qq-e-d-445,,
10044,222619,EST-2006-qq-e-f1-8,EST-2006-qq-e-d-8,,
10044,222620,EST-2132-qq-e-f1-14,EST-2132-qq-e-d-14,,
10044,222622,EST-2222-qq-e-f1-4898,EST-2222-qq-e-d-4898,,
10044,222623,EST-2224-qq-e-f1-4900,EST-2224-qq-e-d-4900,,
10044,222624,EST-2225-qq-e-f1-4901,EST-2225-qq-e-d-4901,,
10044,222625,EST-2227-qq-e-f1-3258,EST-2227-qq-e-d-3258,,
10044,222628,EST-2599-qq-e-f1-5437,EST-2599-qq-e-d-5437,,
10044,222629,EST-2599-qq-e-f1-5438,EST-2599-qq-e-d-5438,,
10044,222632,EST-3898-qq-e-f1-3280,EST-3898-qq-e-d-3280,,
10044,222641,ESX-4085-qq-e-f1-5467,ESX-4085-qq-e-d-5467,,
10044,222644,ESX-4124-qq-e-f1-5506,ESX-4124-qq-e-d-5506,,
10044,222650,ESX-4149-qq-e-f1-5531,ESX-4149-qq-e-d-5531,,
10044,222652,ESX-4460-qq-e-f1-3604,ESX-4460-qq-e-d-3604,,
10044,222653,ESX-4462-qq-e-f1-3606,ESX-4462-qq-e-d-3606,,
10044,222655,ESX-4470-qq-e-f1-3614,ESX-4470-qq-e-d-3614,,
10044,222656,ESX-4472-qq-e-f1-3616,ESX-4472-qq-e-d-3616,,
10044,222657,ESX-4619-qq-e-f1-4671,ESX-4619-qq-e-d-4671,,
10044,222668,ESB-3553-qq-e-f1-3692,ESB-3553-qq-e-d-3692,,
10044,222675,ESF-3000-qq-e-f1-4113,ESF-3000-qq-e-d-4113,,
10044,222678,ESH-2895-qq-e-f1-5129,ESH-2895-qq-e-d-5129,,
10044,222682,ESH-3623-qq-e-f1-3331,ESH-3623-qq-e-d-3331,,
10044,222685,ESH-3831-qq-e-f1-3666,ESH-3831-qq-e-d-3666,,
10044,222687,ESH-3841-qq-e-f1-3676,ESH-3841-qq-e-d-3676,,
10044,222691,ESH-4482-qq-e-f1-3407,ESH-4482-qq-e-d-3407,,
10044,222708,ESM-1947-qq-e-f1-67,ESM-1947-qq-e-d-67,,
10044,222730,EST-3851-qq-e-f1-4720,EST-3851-qq-e-d-4720,,
10044,222738,EST-3927-qq-e-f1-5881,EST-3927-qq-e-d-5881,,
10044,222740,EST-4600-qq-e-f1-5105,EST-4600-qq-e-d-5105,,
10044,222741,EST-4600-qq-e-f1-5106,EST-4600-qq-e-d-5106,,
10044,222742,EST-4603-qq-e-f1-5114,EST-4603-qq-e-d-5114,,
10044,222752,ESD-3274-qq-e-f1-5143,ESD-3274-qq-e-d-5143,,
10044,222756,ESD-4180-qq-e-f1-4430,ESD-4180-qq-e-d-4430,,
10044,222757,ESF-2648-qq-e-f1-4998,ESF-2648-qq-e-d-4998,,
10044,222760,ESF-3008-qq-e-f1-4121,ESF-3008-qq-e-d-4121,,
10044,222770,ESH-2530-qq-e-f1-5768,ESH-2530-qq-e-d-5768,,
10044,222773,ESH-4360-qq-e-f1-5055,ESH-4360-qq-e-d-5055,,
10044,222777,ESH-4455-qq-e-f1-3352,ESH-4455-qq-e-d-3352,,
10044,222778,ESH-4476-qq-e-f1-3401,ESH-4476-qq-e-d-3401,,
10044,222795,ESM-4341-qq-e-f1-4578,ESM-4341-qq-e-d-4578,,
10044,222796,EST-2262-qq-e-f1-3522,EST-2262-qq-e-d-3522,,
10044,222797,EST-3170-qq-e-f1-5760,EST-3170-qq-e-d-5760,,
10044,222803,ESX-3329-qq-e-f1-3589,ESX-3329-qq-e-d-3589,,
10044,222805,ESX-3335-qq-e-f1-3595,ESX-3335-qq-e-d-3595,,
10044,222806,ESB-3241-qq-e-f1-4234,ESB-3241-qq-e-d-4234,,
10044,222807,ESB-3250-qq-e-f1-3475,ESB-3250-qq-e-d-3475,,
10044,222808,ESB-3253-qq-e-f1-4263,ESB-3253-qq-e-d-4263,,
10044,222809,ESB-3255-qq-e-f1-4265,ESB-3255-qq-e-d-4265,,
10044,222810,ESB-3256-qq-e-f1-4266,ESB-3256-qq-e-d-4266,,
10044,222811,ESB-3258-qq-e-f1-4268,ESB-3258-qq-e-d-4268,,
10044,222819,ESF-2809-qq-e-f1-4060,ESF-2809-qq-e-d-4060,,
10044,222821,ESF-3693-qq-e-f1-5156,ESF-3693-qq-e-d-5156,,
10044,222823,ESH-2501-qq-e-f1-3393,ESH-2501-qq-e-d-3393,,
10044,222824,ESH-3726-qq-e-f1-5364,ESH-3726-qq-e-d-5364,,
10044,222825,ESH-3730-qq-e-f1-5368,ESH-3730-qq-e-d-5368,,
10044,222835,ESH-4492-qq-e-f1-5197,ESH-4492-qq-e-d-5197,,
10044,222843,ESS-4739-qq-e-f1-3771,ESS-4739-qq-e-d-3771,,
10044,222853,EST-2278-qq-e-f1-6009,EST-2278-qq-e-d-6009,,
10044,222854,EST-2279-qq-e-f1-4707,EST-2279-qq-e-d-4707,,
10044,222855,EST-2559-qq-e-f1-5347,EST-2559-qq-e-d-5347,,
10044,222864,EST-3555-qq-e-f1-4320,EST-3555-qq-e-d-4320,,
10044,222865,EST-3569-qq-e-f1-3784,EST-3569-qq-e-d-3784,,
10044,222866,EST-3570-qq-e-f1-3785,EST-3570-qq-e-d-3785,,
10044,222867,EST-3573-qq-e-f1-3816,EST-3573-qq-e-d-3816,,
10044,222868,EST-4308-qq-e-f1-3550,EST-4308-qq-e-d-3550,,
10044,222871,EST-4312-qq-e-f1-3559,EST-4312-qq-e-d-3559,,
10044,222872,EST-4314-qq-e-f1-3562,EST-4314-qq-e-d-3562,,
10044,222873,EST-4606-qq-e-f1-5121,EST-4606-qq-e-d-5121,,
10044,222874,EST-4609-qq-e-f1-5742,EST-4609-qq-e-d-5742,,
10044,222875,EST-4610-qq-e-f1-5744,EST-4610-qq-e-d-5744,,
10044,222876,EST-4613-qq-e-f1-5749,EST-4613-qq-e-d-5749,,
10044,222880,ESX-4045-qq-e-f1-4774,ESX-4045-qq-e-d-4774,,
10044,222881,ESX-4055-qq-e-f1-4784,ESX-4055-qq-e-d-4784,,
10044,222896,ESB-4854-qq-e-f1-5181,ESB-4854-qq-e-d-5181,,
10044,222917,ESD-2318-qq-e-f1-3364,ESD-2318-qq-e-d-3364,,
10044,222919,ESD-2469-qq-e-f1-5208,ESD-2469-qq-e-d-5208,,
10044,222924,ESF-4541-qq-e-f1-4606,ESF-4541-qq-e-d-4606,,
10044,222925,ESF-4546-qq-e-f1-4614,ESF-4546-qq-e-d-4614,,
10044,222927,ESF-4581-qq-e-f1-4651,ESF-4581-qq-e-d-4651,,
10044,222930,ESS-2212-qq-e-f1-4967,ESS-2212-qq-e-d-4967,,
10044,222941,EST-2528-qq-e-f1-5557,EST-2528-qq-e-d-5557,,
10044,222942,EST-3902-qq-e-f1-3285,EST-3902-qq-e-d-3285,,
10044,222943,EST-3905-qq-e-f1-5871,EST-3905-qq-e-d-5871,,
10044,222944,EST-3912-qq-e-f1-5878,EST-3912-qq-e-d-5878,,
10044,222955,ESD-1868-qq-e-f1-132,ESD-1868-qq-e-d-132,,
10044,222958,ESD-2096-qq-e-f1-102,ESD-2096-qq-e-d-102,,
10044,222959,ESD-2096-qq-e-f1-103,ESD-2096-qq-e-d-103,,
10044,222961,ESD-3077-qq-e-f1-3358,ESD-3077-qq-e-d-3358,,
10044,222962,ESD-3266-qq-e-f1-4851,ESD-3266-qq-e-d-4851,,
10044,222963,ESD-3358-qq-e-f1-4862,ESD-3358-qq-e-d-4862,,
10044,222966,ESD-3566-qq-e-f1-4888,ESD-3566-qq-e-d-4888,,
10044,222986,ESF-2672-qq-e-f1-3923,ESF-2672-qq-e-d-3923,,
10044,222992,ESF-4538-qq-e-f1-4609,ESF-4538-qq-e-d-4609,,
10044,222998,ESH-3383-qq-e-f1-5047,ESH-3383-qq-e-d-5047,,
10044,223016,ESM-1953-qq-e-f1-57,ESM-1953-qq-e-d-57,,
10044,223017,ESM-2043-qq-e-f1-62,ESM-2043-qq-e-d-62,,
10044,223022,ESM-3011-qq-e-f1-4124,ESM-3011-qq-e-d-4124,,
10044,223026,ESM-3065-qq-e-f1-4978,ESM-3065-qq-e-d-4978,,
10044,223027,ESM-3307-qq-e-f1-4922,ESM-3307-qq-e-d-4922,,
10044,223028,ESM-3309-qq-e-f1-4876,ESM-3309-qq-e-d-4876,,
10044,223038,ESN-2064-qq-e-f1-29,ESN-2064-qq-e-d-29,,
10044,223039,ESN-2078-qq-e-f1-37,ESN-2078-qq-e-d-37,,
10044,223041,ESN-2164-qq-e-f1-3885,ESN-2164-qq-e-d-3885,,
10044,223046,ESN-3198-qq-e-f1-3223,ESN-3198-qq-e-d-3223,,
10044,223047,ESN-3219-qq-e-f1-4206,ESN-3219-qq-e-d-4206,,
10044,223055,ESN-3559-qq-e-f1-3485,ESN-3559-qq-e-d-3485,,
10044,223057,ESN-3688-qq-e-f1-3491,ESN-3688-qq-e-d-3491,,
10044,223058,ESN-3689-qq-e-f1-3492,ESN-3689-qq-e-d-3492,,
10044,223059,ESN-3690-qq-e-f1-3493,ESN-3690-qq-e-d-3493,,
10044,223060,ESN-3692-qq-e-f1-3495,ESN-3692-qq-e-d-3495,,
10044,223068,ESS-2360-qq-e-f1-3739,ESS-2360-qq-e-d-3739,,
10044,223072,ESS-2381-qq-e-f1-3742,ESS-2381-qq-e-d-3742,,
10044,223074,ESS-2869-qq-e-f1-4813,ESS-2869-qq-e-d-4813,,
10044,223075,ESS-3175-qq-e-f1-3699,ESS-3175-qq-e-d-3699,,
10044,223077,ESS-3278-qq-e-f1-4924,ESS-3278-qq-e-d-4924,,
10044,223095,ESD-2838-qq-e-f1-4883,ESD-2838-qq-e-d-4883,,
10044,223096,ESD-2839-qq-e-f1-4820,ESD-2839-qq-e-d-4820,,
10044,223098,ESF-4532-qq-e-f1-4600,ESF-4532-qq-e-d-4600,,
10044,223099,ESH-3782-qq-e-f1-5843,ESH-3782-qq-e-d-5843,,
10044,223100,ESH-4388-qq-e-f1-5944,ESH-4388-qq-e-d-5944,,
10044,223109,ESM-2041-qq-e-f1-60,ESM-2041-qq-e-d-60,,
10044,223112,ESM-2386-qq-e-f1-3721,ESM-2386-qq-e-d-3721,,
10044,223120,ESN-2914-qq-e-f1-6003,ESN-2914-qq-e-d-6003,,
10044,223133,ESS-1993-qq-e-f1-173,ESS-1993-qq-e-d-173,,
10044,223136,ESS-2032-qq-e-f1-178,ESS-2032-qq-e-d-178,,
10044,223138,ESS-2786-qq-e-f1-4034,ESS-2786-qq-e-d-4034,,
10044,223141,ESS-3069-qq-e-f1-5168,ESS-3069-qq-e-d-5168,,
10044,223142,ESS-3070-qq-e-f1-5166,ESS-3070-qq-e-d-5166,,
10044,223144,ESS-3282-qq-e-f1-4928,ESS-3282-qq-e-d-4928,,
10044,223180,EST-2284-qq-e-f1-4905,EST-2284-qq-e-d-4905,,
10044,223186,EST-2298-qq-e-f1-3275,EST-2298-qq-e-d-3275,,
