url,meta_refresh,meta_title,meta_description,meta_keywords,prod_name,pdf,text,logo,logo_alt,items
tire_wheel/wheel/bbs/rn.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,RN,アルミ,販売,装着",Forged aluminium 1piece RN,tire_wheel/wheel/bbs/bbs_rn.pdf,"
【カラーバリエーション】
・DS=ダイヤモンドシルバー
・DB=ダイヤモンドブラック
【付属部品】
・センターエンブレム（BBSロゴ・ブラック）
・エアバルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/rn_ds.jpg"", ""image_alt"": ""ダイヤモンドシルバー（DS）""}]"
tire_wheel/wheel/bbs/rp.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,RP,アルミ,販売,装着",Forged aluminium 1piece RP,tire_wheel/wheel/bbs/bbs_rp.pdf,"
【カラーバリエーション】
・DB=ダイヤモンドブラック
・DS=ダイヤモンドシルバー
・GL=ゴールド
【付属部品】
・センターエンブレム（BBSロゴ・ゴールド）
・エアバルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/rp_db.jpg"", ""image_alt"": ""ダイヤモンドブラック（DB）""}]"
tire_wheel/wheel/bbs/rs_gt.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,RS-GT,アルミニウム,販売,装着",Forged aluminium 2piece RS-GT,tire_wheel/wheel/bbs/bbs_rs_gt.pdf,"
【カラーバリエーション】
・DS-SLD=ディスク：ダイヤモンドシルバー/リム：シルバーダイヤカット
・DB-SLD=ディスク：ダイヤモンドブラック/リム：シルバーダイヤカット
・GL-SLD=ディスク：ゴールド/リム：シルバーダイヤカット
【付属部品】
・センターエンブレム（BBSロゴ・ゴールド）
・エアバルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/rs_gt_ds_sld.jpg"", ""image_alt"": ""ディスク：ダイヤモンドシルバー/リム：シルバーダイヤカット（DS-SLD）""}]"
tire_wheel/wheel/bbs/rs_n.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,RS-N,アルミニウム,販売,装着",Forged aluminium 2piece RS-N,tire_wheel/wheel/bbs/bbs_rs_n.pdf,"
【カラーバリエーション】
・DS-SLD=ディスク：ダイヤモンドシルバー/リム：シルバーダイヤカット
・DB-SLD=ディスク：ダイヤモンドブラック/リム：シルバーダイヤカット
【付属部品】
・センターエンブレム
・バルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/rs_n_ds_sld.jpg"", ""image_alt"": ""ディスク：ダイヤモンドシルバー/リム：シルバーダイヤカット（DS-SLD）""}]"
tire_wheel/wheel/bbs/rz_d.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,RZ-D,ジュラルミン,販売,装着",Forged duralumin 1piece RZ-D,tire_wheel/wheel/bbs/bbs_rz_d.pdf,"
【カラーバリエーション】
・DS=ダイヤモンドシルバー
・DB=ダイヤモンドブラック
【付属部品】
・センターエンブレム ジュラタイプ（BBSロゴ・ゴールド）
・エアバルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/rz_d_ds.jpg"", ""image_alt"": ""ダイヤモンドシルバー（DS）""}]"
tire_wheel/wheel/bbs/super_rs.html,,KTS-web タイヤ・ホイール館 BBS,KTSではBBS製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"BBS,ホイール,SUPER-RS,アルミニウム,販売,装着",Forged aluminium 2piece SUPER-RS,tire_wheel/wheel/bbs/bbs_super_rs.pdf,"
【カラーバリエーション】
・SL-SLD=ディスク：シルバー/リム：シルバーダイヤカット
【付属部品】
・センターエンブレム（BBSロゴ・ゴールド）
・エアバルブ
・ボルト/ナット（純正ボルト/ナットを使用するサイズには付属しません）
・ハブリング（PFS仕様サイズのみ付属）

",/assets/img/tire_wheel/wheel/img/logo.gif,BBS,"[{""image"": ""tire_wheel/wheel/bbs/img/super_rs_sl_sld.jpg"", ""image_alt"": ""ディスク：シルバー/リム：シルバーダイヤカット（SL-SLD）""}]"
tire_wheel/wheel/doall/fenice_tt1.html,,KTS-web タイヤ・ホイール館 DoALL Fenice TT1,KTSではDoALL Feniceホイールの店頭販売を行っております。,"DoALL,Fenice,フェニーチェ,TT1,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/doall/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/enkei/performanceline_pf01.html,,KTS-web タイヤ・ホイール館 ENKEI PerformanceLine PF01,KTSではENKEI PerformanceLineの店頭販売を行っております。,"ENKEI,エンケイ,PerformanceLine,PF01,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/enkei/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/enkei/performanceline_pf01evo.html,,KTS-web タイヤ・ホイール館 ENKEI PerformanceLine PF01EVO,KTSではENKEI PerformanceLineの店頭販売を行っております。,"ENKEI,エンケイ,PerformanceLine,PF01EVO,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/enkei/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/enkei/performanceline_pf01ss.html,,KTS-web タイヤ・ホイール館 ENKEI PerformanceLine PF01SS,KTSではENKEI PerformanceLineの店頭販売を行っております。,"ENKEI,エンケイ,PerformanceLine,PF01SS,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/enkei/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/enkei/performanceline_pf07.html,,KTS-web タイヤ・ホイール館 ENKEI PerformanceLine PF07,KTSではENKEI PerformanceLineの店頭販売を行っております。,"ENKEI,エンケイ,PerformanceLine,PF07,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/enkei/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/g_corporation/moving_cafe_label_open_heart2.html,,KTS-web タイヤ・ホイール館 G-corporation MOVING Cafe Label OPNE HEART2,KTSではG-corporation製ホイールの店頭販売を行っております。,"G-corporation,ジーコーポレーション,MOVING Cafe Label,ムーヴィングカフェレーベル,OPEN HEART2,オープンハート2,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/g_corporation/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/g_corporation/moving_cafe_label_swing_heart.html,,KTS-web タイヤ・ホイール館 G-corporation MOVING Cafe Label SWING HEART,KTSではG-corporation製ホイールの店頭販売を行っております。,"G-corporation,ジーコーポレーション,MOVING Cafe Label,ムーヴィングカフェレーベル,SWING HEART,スイングハート,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/g_corporation/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/piaa/dw_jh.html,,KTS-web タイヤ・ホイール館 PIAA JEWEL HEART,KTSではPIAA製ホイールの店頭販売を行っております。,"PIAA,ピア,JEWEL HEART,ジュエルハート,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/piaa/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/r_pride/wado_sakura.html,,KTS-web タイヤ・ホイール館 アールプライド 和道 桜,KTSではアールプライド 和道シリーズの店頭販売を行っております。,"アールプライド,和道,桜,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/r_pride/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/r_pride/wado_sakura_5buzaki.html,,KTS-web タイヤ・ホイール館 アールプライド 和道 桜 五分咲,KTSではアールプライド 和道シリーズの店頭販売を行っております。,"アールプライド,和道,桜,五分咲,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/r_pride/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/gramlights_57fxx.html,,KTS-web タイヤ・ホイール館 RAYS gram LIGHTS 57FXX,KTSではRAYS gram LIGHTSの店頭販売を行っております。,"RAYS,レイズ,gram LIGHTS,グラムライツ,57FXX,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/gramlights_57jv.html,,KTS-web タイヤ・ホイール館 RAYS gram LIGHTS 57JV,KTSではRAYS gram LIGHTSの店頭販売を行っております。,"RAYS,レイズ,gram LIGHTS,グラムライツ,57JV,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/gramlights_57xtreme_sp_spec.html,,KTS-web タイヤ・ホイール館 RAYS gram LIGHTS 57FXX,KTSではRAYS gram LIGHTSの店頭販売を行っております。,"RAYS,レイズ,gram LIGHTS,グラムライツ,57FXX,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/gramlights_57xtreme_std_spec.html,,KTS-web タイヤ・ホイール館 RAYS gram LIGHTS 57FXX,KTSではRAYS gram LIGHTSの店頭販売を行っております。,"RAYS,レイズ,gram LIGHTS,グラムライツ,57FXX,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/versus_stratagia_vouge.html,,KTS-web タイヤ・ホイール館 RAYS VERSUS STRATAGIA VOUGE,KTSではRAYS VERSUSホイールの店頭販売を行っております。,"RAYS,レイズ,VERSUS,ベルサス,STRATAGIA VOUGE,ストラテジーア ヴォウジェ,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_c28n_10.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING CE28N 10 SPOKE DESIGN,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,CE28N 10 SPOKE DESIGN,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_c28n_8.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING CE28N 8 SPOKE DESIGN,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,ZE40,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_ce28_cr.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING CE28 CLUB RACER,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,CE28 CLUB RACER,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_g25.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING G25,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,G25,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_g.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37 GRAVEL,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37 GRAVEL,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_kcr.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37 KCR,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37 KCR,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_kcr_bz.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37 KCR BZ EDITION,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37 KCR BZ EDITION,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_sl.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37 SL,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37 SL,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_ultra.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING TE37 ultra,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,TE37 ultra,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_te37_v.html,,KTS-web タイヤ・ホイール館 RAYS VOLK RACING ZE40,KTSではRAYS VOLK RACINGの店頭販売を行っております。,"RAYS,レイズ,VOLK RACING,ボルクレーシング,ZE40,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/rays/,,/assets/img/tire_wheel/wheel/img/logo.gif,BBS,[]
tire_wheel/wheel/rays/volk_ze40.html,,KTS-web タイヤ・ホイール館 VOLK RACING,KTSではVOLK RACING製ホイールの販売を行っております。アライメント調整を含むお得なセットメニューもございます。,"RAYS,VOLK RACING,ボルクレーシング,ホイール,ZE40,アルミ,販売,装着",ZE40,tire_wheel/wheel/rays/volk_ze40.pdf,"
【カラーバリエーション】
・BR=ブロンズ
・MM=ダイヤモンドダークガンメタ
【付属部品】
・ハイスピードエアコントロールバルブ

",/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_cv01s.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR CV01S,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,CV01S,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_cv02s.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR CV02S,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,CV02S,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_cv03s.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR CV03S,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,CV03S,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_ex01.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR EX01,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,EX01,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_ex02.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR EX02,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,EX02,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
tire_wheel/wheel/ssr/executor_ex03.html,,KTS-web タイヤ・ホイール館 SSR EXECUTOR EX03,KTSではSSR製ホイールの店頭販売を行っております。,"SSR,EXECUTOR,エグゼキューター,EX04,ホイール,タイヤ,車高調,ダウンサス,アライメント",,tire_wheel/wheel/ssr/,,/assets/img/tire_wheel/wheel/img/volk/logo.gif,VOLK RACING,[]
